# DerivedCoreProperties-16.0.0.txt
# Date: 2024-05-31, 18:09:32 GMT
# © 2024 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Unicode Character Database
#   For documentation, see https://www.unicode.org/reports/tr44/

# ================================================

# Derived Property: Math
#  Generated from: Sm + Other_Math

002B          ; Math
F900..FA6D    ; Alphabetic
FA70..FAD9    ; Alphabetic
FB00..FB06    ; Alphabetic
FB13..FB17    ; Alphabetic
FB1D          ; Alphabetic
FB1E          ; Alphabetic
FB1F..FB28    ; Alphabetic
FB2A..FB36    ; Alphabetic
FB38..FB3C    ; Alphabetic
FB3E          ; Alphabetic
FB40..FB41    ; Alphabetic
FB43..FB44    ; Alphabetic
FB46..FBB1    ; Alphabetic
FBD3..FD3D    ; Alphabetic
FD50..FD8F    ; Alphabetic
FD92..FDC7    ; Alphabetic
FDF0..FDFB    ; Alphabetic
FE70..FE74    ; Alphabetic
FE76..FEFC    ; Alphabetic
FF21..FF3A    ; Alphabetic
FF41..FF5A    ; Alphabetic
FF66..FF6F    ; Alphabetic
FF70          ; Alphabetic
FF71..FF9D    ; Alphabetic
FF9E..FF9F    ; Alphabetic
FFA0..FFBE    ; Alphabetic
FFC2..FFC7    ; Alphabetic
FFCA..FFCF    ; Alphabetic
FFD2..FFD7    ; Alphabetic
FFDA..FFDC    ; Alphabetic
10000..1000B  ; Alphabetic
1000D..10026  ; Alphabetic
10028..1003A  ; Alphabetic
1003C..1003D  ; Alphabetic
1003F..1004D  ; Alphabetic
10050..1005D  ; Alphabetic
10080..100FA  ; Alphabetic
10140..10174  ; Alphabetic
10280..1029C  ; Alphabetic
102A0..102D0  ; Alphabetic
10300..1031F  ; Alphabetic
1032D..10340  ; Alphabetic
10341         ; Alphabetic
10342..10349  ; Alphabetic
1034A         ; Alphabetic
10350..10375  ; Alphabetic
10376..1037A  ; Alphabetic
10380..1039D  ; Alphabetic
103A0..103C3  ; Alphabetic
103C8..103CF  ; Alphabetic
103D1..103D5  ; Alphabetic
10400..1044F  ; Alphabetic
10450..1049D  ; Alphabetic
104B0..104D3  ; Alphabetic
104D8..104FB  ; Alphabetic
10500..10527  ; Alphabetic
10530..10563  ; Alphabetic
10570..1057A  ; Alphabetic
1057C..1058A  ; Alphabetic
1058C..10592  ; Alphabetic
10594..10595  ; Alphabetic
10597..105A1  ; Alphabetic
105A3..105B1  ; Alphabetic
105B3..105B9  ; Alphabetic
105BB..105BC  ; Alphabetic
105C0..105F3  ; Alphabetic
10600..10736  ; Alphabetic
10740..10755  ; Alphabetic
10760..10767  ; Alphabetic
10780..10785  ; Alphabetic
10787..107B0  ; Alphabetic
107B2..107BA  ; Alphabetic
10800..10805  ; Alphabetic
10808         ; Alphabetic
1080A..10835  ; Alphabetic
10837..10838  ; Alphabetic
1083C         ; Alphabetic
1083F..10855  ; Alphabetic
10860..10876  ; Alphabetic
10880..1089E  ; Alphabetic
108E0..108F2  ; Alphabetic
108F4..108F5  ; Alphabetic
10900..10915  ; Alphabetic
10920..10939  ; Alphabetic
10980..109B7  ; Alphabetic
109BE..109BF  ; Alphabetic
10A00         ; Alphabetic
10A01..10A03  ; Alphabetic
10A05..10A06  ; Alphabetic
10A0C..10A0F  ; Alphabetic
10A10..10A13  ; Alphabetic
10A15..10A17  ; Alphabetic
10A19..10A35  ; Alphabetic
10A60..10A7C  ; Alphabetic
10A80..10A9C  ; Alphabetic
10AC0..10AC7  ; Alphabetic
10AC9..10AE4  ; Alphabetic
10B00..10B35  ; Alphabetic
10B40..10B55  ; Alphabetic
10B60..10B72  ; Alphabetic
10B80..10B91  ; Alphabetic
10C00..10C48  ; Alphabetic
10C80..10CB2  ; Alphabetic
10CC0..10CF2  ; Alphabetic
10D00..10D23  ; Alphabetic
10D24..10D27  ; Alphabetic
10D4A..10D4D  ; Alphabetic
10D4E         ; Alphabetic
10D4F         ; Alphabetic
10D50..10D65  ; Alphabetic
10D69         ; Alphabetic
10D6F         ; Alphabetic
10D70..10D85  ; Alphabetic
10E80..10EA9  ; Alphabetic
10EAB..10EAC  ; Alphabetic
10EB0..10EB1  ; Alphabetic
10EC2..10EC4  ; Alphabetic
10EFC         ; Alphabetic
10F00..10F1C  ; Alphabetic
10F27         ; Alphabetic
10F30..10F45  ; Alphabetic
10F70..10F81  ; Alphabetic
10FB0..10FC4  ; Alphabetic
10FE0..10FF6  ; Alphabetic
11000         ; Alphabetic
11001         ; Alphabetic
11002         ; Alphabetic
11003..11037  ; Alphabetic
11038..11045  ; Alphabetic
11071..11072  ; Alphabetic
11073..11074  ; Alphabetic
11075         ; Alphabetic
11080..11081  ; Alphabetic
11082         ; Alphabetic
11083..110AF  ; Alphabetic
110B0..110B2  ; Alphabetic
110B3..110B6  ; Alphabetic
110B7..110B8  ; Alphabetic
110C2         ; Alphabetic
110D0..110E8  ; Alphabetic
11100..11102  ; Alphabetic
11103..11126  ; Alphabetic
11127..1112B  ; Alphabetic
1112C         ; Alphabetic
1112D..11132  ; Alphabetic
11144         ; Alphabetic
11145..11146  ; Alphabetic
11147         ; Alphabetic
11150..11172  ; Alphabetic
11176         ; Alphabetic
11180..11181  ; Alphabetic
11182         ; Alphabetic
11183..111B2  ; Alphabetic
111B3..111B5  ; Alphabetic
111B6..111BE  ; Alphabetic
111BF         ; Alphabetic
111C1..111C4  ; Alphabetic
111CE         ; Alphabetic
111CF         ; Alphabetic
111DA         ; Alphabetic
111DC         ; Alphabetic
11200..11211  ; Alphabetic
11213..1122B  ; Alphabetic
1122C..1122E  ; Alphabetic
1122F..11231  ; Alphabetic
11232..11233  ; Alphabetic
11234         ; Alphabetic
11237         ; Alphabetic
1123E         ; Alphabetic
1123F..11240  ; Alphabetic
11241         ; Alphabetic
11280..11286  ; Alphabetic
11288         ; Alphabetic
1128A..1128D  ; Alphabetic
1128F..1129D  ; Alphabetic
1129F..112A8  ; Alphabetic
112B0..112DE  ; Alphabetic
112DF         ; Alphabetic
112E0..112E2  ; Alphabetic
112E3..112E8  ; Alphabetic
11300..11301  ; Alphabetic
11302..11303  ; Alphabetic
11305..1130C  ; Alphabetic
1130F..11310  ; Alphabetic
11313..11328  ; Alphabetic
1132A..11330  ; Alphabetic
11332..11333  ; Alphabetic
11335..11339  ; Alphabetic
1133D         ; Alphabetic
1133E..1133F  ; Alphabetic
11340         ; Alphabetic
11341..11344  ; Alphabetic
11347..11348  ; Alphabetic
1134B..1134C  ; Alphabetic
11350         ; Alphabetic
11357         ; Alphabetic
1135D..11361  ; Alphabetic
11362..11363  ; Alphabetic
11380..11389  ; Alphabetic
1138B         ; Alphabetic
1138E         ; Alphabetic
11390..113B5  ; Alphabetic
113B7         ; Alphabetic
113B8..113BA  ; Alphabetic
113BB..113C0  ; Alphabetic
113C2         ; Alphabetic
113C5         ; Alphabetic
113C7..113CA  ; Alphabetic
113CC..113CD  ; Alphabetic
113D1         ; Alphabetic
113D3         ; Alphabetic
11400..11434  ; Alphabetic
11435..11437  ; Alphabetic
11438..1143F  ; Alphabetic
11440..11441  ; Alphabetic
11443..11444  ; Alphabetic
11445         ; Alphabetic
11447..1144A  ; Alphabetic
1145F..11461  ; Alphabetic
11480..114AF  ; Alphabetic
114B0..114B2  ; Alphabetic
114B3..114B8  ; Alphabetic
114B9         ; Alphabetic
114BA         ; Alphabetic
114BB..114BE  ; Alphabetic
114BF..114C0  ; Alphabetic
114C1         ; Alphabetic
114C4..114C5  ; Alphabetic
114C7         ; Alphabetic
11580..115AE  ; Alphabetic
115AF..115B1  ; Alphabetic
115B2..115B5  ; Alphabetic
115B8..115BB  ; Alphabetic
115BC..115BD  ; Alphabetic
115BE         ; Alphabetic
115D8..115DB  ; Alphabetic
115DC..115DD  ; Alphabetic
11600..1162F  ; Alphabetic
11630..11632  ; Alphabetic
11633..1163A  ; Alphabetic
1163B..1163C  ; Alphabetic
1163D         ; Alphabetic
1163E         ; Alphabetic
11640         ; Alphabetic
11644         ; Alphabetic
11680..116AA  ; Alphabetic
116AB         ; Alphabetic
116AC         ; Alphabetic
116AD         ; Alphabetic
116AE..116AF  ; Alphabetic
116B0..116B5  ; Alphabetic
116B8         ; Alphabetic
11700..1171A  ; Alphabetic
1171D         ; Alphabetic
1171E         ; Alphabetic
1171F         ; Alphabetic
11720..11721  ; Alphabetic
11722..11725  ; Alphabetic
11726         ; Alphabetic
11727..1172A  ; Alphabetic
11740..11746  ; Alphabetic
11800..1182B  ; Alphabetic
1182C..1182E  ; Alphabetic
1182F..11837  ; Alphabetic
11838         ; Alphabetic
118A0..118DF  ; Alphabetic
118FF..11906  ; Alphabetic
11909         ; Alphabetic
1190C..11913  ; Alphabetic
11915..11916  ; Alphabetic
11918..1192F  ; Alphabetic
11930..11935  ; Alphabetic
11937..11938  ; Alphabetic
1193B..1193C  ; Alphabetic
1193F         ; Alphabetic
11940         ; Alphabetic
11941         ; Alphabetic
11942         ; Alphabetic
119A0..119A7  ; Alphabetic
119AA..119D0  ; Alphabetic
119D1..119D3  ; Alphabetic
119D4..119D7  ; Alphabetic
119DA..119DB  ; Alphabetic
119DC..119DF  ; Alphabetic
119E1         ; Alphabetic
119E3         ; Alphabetic
119E4         ; Alphabetic
11A00         ; Alphabetic
11A01..11A0A  ; Alphabetic
11A0B..11A32  ; Alphabetic
11A35..11A38  ; Alphabetic
11A39         ; Alphabetic
11A3A         ; Alphabetic
11A3B..11A3E  ; Alphabetic
11A50         ; Alphabetic
11A51..11A56  ; Alphabetic
11A57..11A58  ; Alphabetic
11A59..11A5B  ; Alphabetic
11A5C..11A89  ; Alphabetic
11A8A..11A96  ; Alphabetic
11A97         ; Alphabetic
11A9D         ; Alphabetic
11AB0..11AF8  ; Alphabetic
11BC0..11BE0  ; Alphabetic
11C00..11C08  ; Alphabetic
11C0A..11C2E  ; Alphabetic
11C2F         ; Alphabetic
11C30..11C36  ; Alphabetic
11C38..11C3D  ; Alphabetic
11C3E         ; Alphabetic
11C40         ; Alphabetic
11C72..11C8F  ; Alphabetic
11C92..11CA7  ; Alphabetic
11CA9         ; Alphabetic
11CAA..11CB0  ; Alphabetic
11CB1         ; Alphabetic
11CB2..11CB3  ; Alphabetic
11CB4         ; Alphabetic
11CB5..11CB6  ; Alphabetic
11D00..11D06  ; Alphabetic
11D08..11D09  ; Alphabetic
11D0B..11D30  ; Alphabetic
11D31..11D36  ; Alphabetic
11D3A         ; Alphabetic
11D3C..11D3D  ; Alphabetic
11D3F..11D41  ; Alphabetic
11D43         ; Alphabetic
11D46         ; Alphabetic
11D47         ; Alphabetic
11D60..11D65  ; Alphabetic
11D67..11D68  ; Alphabetic
11D6A..11D89  ; Alphabetic
11D8A..11D8E  ; Alphabetic
11D90..11D91  ; Alphabetic
11D93..11D94  ; Alphabetic
11D95         ; Alphabetic
11D96         ; Alphabetic
11D98         ; Alphabetic
11EE0..11EF2  ; Alphabetic
11EF3..11EF4  ; Alphabetic
11EF5..11EF6  ; Alphabetic
11F00..11F01  ; Alphabetic
11F02         ; Alphabetic
11F03         ; Alphabetic
11F04..11F10  ; Alphabetic
11F12..11F33  ; Alphabetic
11F34..11F35  ; Alphabetic
11F36..11F3A  ; Alphabetic
11F3E..11F3F  ; Alphabetic
11F40         ; Alphabetic
11FB0         ; Alphabetic
12000..12399  ; Alphabetic
12400..1246E  ; Alphabetic
12480..12543  ; Alphabetic
12F90..12FF0  ; Alphabetic
13000..1342F  ; Alphabetic
13441..13446  ; Alphabetic
13460..143FA  ; Alphabetic
14400..14646  ; Alphabetic
16100..1611D  ; Alphabetic
1611E..16129  ; Alphabetic
1612A..1612C  ; Alphabetic
1612D..1612E  ; Alphabetic
16800..16A38  ; Alphabetic
16A40..16A5E  ; Alphabetic
16A70..16ABE  ; Alphabetic
16AD0..16AED  ; Alphabetic
16B00..16B2F  ; Alphabetic
16B40..16B43  ; Alphabetic
16B63..16B77  ; Alphabetic
16B7D..16B8F  ; Alphabetic
16D40..16D42  ; Alphabetic
16D43..16D6A  ; Alphabetic
16D6B..16D6C  ; Alphabetic
16E40..16E7F  ; Alphabetic
16F00..16F4A  ; Alphabetic
16F4F         ; Alphabetic
16F50         ; Alphabetic
16F51..16F87  ; Alphabetic
16F8F..16F92  ; Alphabetic
16F93..16F9F  ; Alphabetic
16FE0..16FE1  ; Alphabetic
16FE3         ; Alphabetic
16FF0..16FF1  ; Alphabetic
17000..187F7  ; Alphabetic
18800..18CD5  ; Alphabetic
18CFF..18D08  ; Alphabetic
1AFF0..1AFF3  ; Alphabetic
1AFF5..1AFFB  ; Alphabetic
1AFFD..1AFFE  ; Alphabetic
1B000..1B122  ; Alphabetic
1B132         ; Alphabetic
1B150..1B152  ; Alphabetic
1B155         ; Alphabetic
1B164..1B167  ; Alphabetic
1B170..1B2FB  ; Alphabetic
1BC00..1BC6A  ; Alphabetic
1BC70..1BC7C  ; Alphabetic
1BC80..1BC88  ; Alphabetic
1BC90..1BC99  ; Alphabetic
1BC9E         ; Alphabetic
1D400..1D454  ; Alphabetic
1D456..1D49C  ; Alphabetic
1D49E..1D49F  ; Alphabetic
1D4A2         ; Alphabetic
1D4A5..1D4A6  ; Alphabetic
1D4A9..1D4AC  ; Alphabetic
1D4AE..1D4B9  ; Alphabetic
1D4BB         ; Alphabetic
1D4BD..1D4C3  ; Alphabetic
1D4C5..1D505  ; Alphabetic
1D507..1D50A  ; Alphabetic
1D50D..1D514  ; Alphabetic
1D516..1D51C  ; Alphabetic
1D51E..1D539  ; Alphabetic
1D53B..1D53E  ; Alphabetic
1D540..1D544  ; Alphabetic
1D546         ; Alphabetic
1D54A..1D550  ; Alphabetic
1D552..1D6A5  ; Alphabetic
1D6A8..1D6C0  ; Alphabetic
1D6C2..1D6DA  ; Alphabetic
1D6DC..1D6FA  ; Alphabetic
1D6FC..1D714  ; Alphabetic
1D716..1D734  ; Alphabetic
1D736..1D74E  ; Alphabetic
1D750..1D76E  ; Alphabetic
1D770..1D788  ; Alphabetic
1D78A..1D7A8  ; Alphabetic
1D7AA..1D7C2  ; Alphabetic
1D7C4..1D7CB  ; Alphabetic
1DF00..1DF09  ; Alphabetic
1DF0A         ; Alphabetic
1DF0B..1DF1E  ; Alphabetic
1DF25..1DF2A  ; Alphabetic
1E000..1E006  ; Alphabetic
1E008..1E018  ; Alphabetic
1E01B..1E021  ; Alphabetic
1E023..1E024  ; Alphabetic
1E026..1E02A  ; Alphabetic
1E030..1E06D  ; Alphabetic
1E08F         ; Alphabetic
1E100..1E12C  ; Alphabetic
1E137..1E13D  ; Alphabetic
1E14E         ; Alphabetic
1E290..1E2AD  ; Alphabetic
1E2C0..1E2EB  ; Alphabetic
1E4D0..1E4EA  ; Alphabetic
1E4EB         ; Alphabetic
1E5D0..1E5ED  ; Alphabetic
1E5F0         ; Alphabetic
1E7E0..1E7E6  ; Alphabetic
1E7E8..1E7EB  ; Alphabetic
1E7ED..1E7EE  ; Alphabetic
1E7F0..1E7FE  ; Alphabetic
1E800..1E8C4  ; Alphabetic
1E900..1E943  ; Alphabetic
1E947         ; Alphabetic
1E94B         ; Alphabetic
1EE00..1EE03  ; Alphabetic
1EE05..1EE1F  ; Alphabetic
1EE21..1EE22  ; Alphabetic
1EE24         ; Alphabetic
1EE27         ; Alphabetic
1EE29..1EE32  ; Alphabetic
1EE34..1EE37  ; Alphabetic
1EE39         ; Alphabetic
1EE3B         ; Alphabetic
1EE42         ; Alphabetic
1EE47         ; Alphabetic
1EE49         ; Alphabetic
1EE4B         ; Alphabetic
1EE4D..1EE4F  ; Alphabetic
1EE51..1EE52  ; Alphabetic
1EE54         ; Alphabetic
1EE57         ; Alphabetic
1EE59         ; Alphabetic
1EE5B         ; Alphabetic
1EE5D         ; Alphabetic
1EE5F         ; Alphabetic
1EE61..1EE62  ; Alphabetic
1EE64         ; Alphabetic
1EE67..1EE6A  ; Alphabetic
1EE6C..1EE72  ; Alphabetic
1EE74..1EE77  ; Alphabetic
1EE79..1EE7C  ; Alphabetic
1EE7E         ; Alphabetic
1EE80..1EE89  ; Alphabetic
1EE8B..1EE9B  ; Alphabetic
1EEA1..1EEA3  ; Alphabetic
1EEA5..1EEA9  ; Alphabetic
1EEAB..1EEBB  ; Alphabetic
1F130..1F149  ; Alphabetic
1F150..1F169  ; Alphabetic
1F170..1F189  ; Alphabetic
20000..2A6DF  ; Alphabetic
2A700..2B739  ; Alphabetic
2B740..2B81D  ; Alphabetic
2B820..2CEA1  ; Alphabetic
2CEB0..2EBE0  ; Alphabetic
2EBF0..2EE5D  ; Alphabetic
2F800..2FA1D  ; Alphabetic
30000..3134A  ; Alphabetic
31350..323AF  ; Alphabetic

# Total code points: 142759

# ================================================

# Derived Property: Lowercase
#  Generated from: Ll + Other_Lowercase

0061..007A    ; Lowercase
00AA          ; Lowercase
00B5          ; Lowercase
00BA          ; Lowercase
00DF..00F6    ; Lowercase
00F8..00FF    ; Lowercase
0101          ; Lowercase
0103          ; Lowercase
0105          ; Lowercase
0107          ; Lowercase
0109          ; Lowercase
010B          ; Lowercase
010D          ; Lowercase
010F          ; Lowercase
0111          ; Lowercase
0113          ; Lowercase
0115          ; Lowercase
0117          ; Lowercase
0119          ; Lowercase
011B          ; Lowercase
011D          ; Lowercase
011F          ; Lowercase
0121          ; Lowercase
0123          ; Lowercase
0125          ; Lowercase
0127          ; Lowercase
0129          ; Lowercase
012B          ; Lowercase
012D          ; Lowercase
012F          ; Lowercase
0131          ; Lowercase
0133          ; Lowercase
0135          ; Lowercase
0137..0138    ; Lowercase
013A          ; Lowercase
013C          ; Lowercase
013E          ; Lowercase
0140          ; Lowercase
0142          ; Lowercase
0144          ; Lowercase
0146          ; Lowercase
0148..0149    ; Lowercase
014B          ; Lowercase
014D          ; Lowercase
014F          ; Lowercase
0151          ; Lowercase
0153          ; Lowercase
0155          ; Lowercase
0157          ; Lowercase
0159          ; Lowercase
015B          ; Lowercase
015D          ; Lowercase
015F          ; Lowercase
0161          ; Lowercase
0163          ; Lowercase
0165          ; Lowercase
0167          ; Lowercase
0169          ; Lowercase
016B          ; Lowercase
016D          ; Lowercase
016F          ; Lowercase
0171          ; Lowercase
0173          ; Lowercase
0175          ; Lowercase
0177          ; Lowercase
017A          ; Lowercase
017C          ; Lowercase
017E..0180    ; Lowercase
0183          ; Lowercase
0185          ; Lowercase
0188          ; Lowercase
018C..018D    ; Lowercase
0192          ; Lowercase
0195          ; Lowercase
0199..019B    ; Lowercase
019E          ; Lowercase
01A1          ; Lowercase
01A3          ; Lowercase
01A5          ; Lowercase
01A8          ; Lowercase
01AA..01AB    ; Lowercase
01AD          ; Lowercase
01B0          ; Lowercase
01B4          ; Lowercase
01B6          ; Lowercase
01B9..01BA    ; Lowercase
01BD..01BF    ; Lowercase
01C6          ; Lowercase
01C9          ; Lowercase
01CC          ; Lowercase
01CE          ; Lowercase
01D0          ; Lowercase
01D2          ; Lowercase
01D4          ; Lowercase
01D6          ; Lowercase
01D8          ; Lowercase
01DA          ; Lowercase
01DC..01DD    ; Lowercase
01DF          ; Lowercase
01E1          ; Lowercase
01E3          ; Lowercase
01E5          ; Lowercase
01E7          ; Lowercase
01E9          ; Lowercase
01EB          ; Lowercase
01ED          ; Lowercase
01EF..01F0    ; Lowercase
01F3          ; Lowercase
01F5          ; Lowercase
01F9          ; Lowercase
01FB          ; Lowercase
01FD          ; Lowercase
01FF          ; Lowercase
0201          ; Lowercase
0203          ; Lowercase
0205          ; Lowercase
0207          ; Lowercase
0209          ; Lowercase
020B          ; Lowercase
020D          ; Lowercase
020F          ; Lowercase
0211          ; Lowercase
0213          ; Lowercase
0215          ; Lowercase
0217          ; Lowercase
0219          ; Lowercase
021B          ; Lowercase
021D          ; Lowercase
021F          ; Lowercase
0221          ; Lowercase
0223          ; Lowercase
0225          ; Lowercase
0227          ; Lowercase
0229          ; Lowercase
022B          ; Lowercase
022D          ; Lowercase
022F          ; Lowercase
0231          ; Lowercase
0233..0239    ; Lowercase
023C          ; Lowercase
023F..0240    ; Lowercase
0242          ; Lowercase
0247          ; Lowercase
0249          ; Lowercase
024B          ; Lowercase
024D          ; Lowercase
024F..0293    ; Lowercase
0295..02AF    ; Lowercase
02B0..02B8    ; Lowercase
02C0..02C1    ; Lowercase
02E0..02E4    ; Lowercase
0345          ; Lowercase
0371          ; Lowercase
0373          ; Lowercase
0377          ; Lowercase
037A          ; Lowercase
037B..037D    ; Lowercase
0390          ; Lowercase
03AC..03CE    ; Lowercase
03D0..03D1    ; Lowercase
03D5..03D7    ; Lowercase
03D9          ; Lowercase
03DB          ; Lowercase
03DD          ; Lowercase
03DF          ; Lowercase
03E1          ; Lowercase
03E3          ; Lowercase
03E5          ; Lowercase
03E7          ; Lowercase
03E9          ; Lowercase
03EB          ; Lowercase
03ED          ; Lowercase
03EF..03F3    ; Lowercase
03F5          ; Lowercase
03F8          ; Lowercase
03FB..03FC    ; Lowercase
0430..045F    ; Lowercase
0461          ; Lowercase
0463          ; Lowercase
0465          ; Lowercase
0467          ; Lowercase
0469          ; Lowercase
046B          ; Lowercase
046D          ; Lowercase
046F          ; Lowercase
0471          ; Lowercase
0473          ; Lowercase
0475          ; Lowercase
0477          ; Lowercase
0479          ; Lowercase
047B          ; Lowercase
047D          ; Lowercase
047F          ; Lowercase
0481          ; Lowercase
048B          ; Lowercase
048D          ; Lowercase
048F          ; Lowercase
0491          ; Lowercase
0493          ; Lowercase
0495          ; Lowercase
0497          ; Lowercase
0499          ; Lowercase
049B          ; Lowercase
049D          ; Lowercase
049F          ; Lowercase
04A1          ; Lowercase
04A3          ; Lowercase
04A5          ; Lowercase
04A7          ; Lowercase
04A9          ; Lowercase
04AB          ; Lowercase
04AD          ; Lowercase
04AF          ; Lowercase
04B1          ; Lowercase
04B3          ; Lowercase
04B5          ; Lowercase
04B7          ; Lowercase
04B9          ; Lowercase
04BB          ; Lowercase
04BD          ; Lowercase
04BF          ; Lowercase
04C2          ; Lowercase
04C4          ; Lowercase
04C6          ; Lowercase
04C8          ; Lowercase
04CA          ; Lowercase
04CC          ; Lowercase
04CE..04CF    ; Lowercase
04D1          ; Lowercase
04D3          ; Lowercase
04D5          ; Lowercase
04D7          ; Lowercase
04D9          ; Lowercase
04DB          ; Lowercase
04DD          ; Lowercase
04DF          ; Lowercase
04E1          ; Lowercase
04E3          ; Lowercase
04E5          ; Lowercase
04E7          ; Lowercase
04E9          ; Lowercase
04EB          ; Lowercase
04ED          ; Lowercase
04EF          ; Lowercase
04F1          ; Lowercase
04F3          ; Lowercase
04F5          ; Lowercase
04F7          ; Lowercase
04F9          ; Lowercase
04FB          ; Lowercase
04FD          ; Lowercase
04FF          ; Lowercase
0501          ; Lowercase
0503          ; Lowercase
0505          ; Lowercase
0507          ; Lowercase
0509          ; Lowercase
050B          ; Lowercase
050D          ; Lowercase
050F          ; Lowercase
0511          ; Lowercase
0513          ; Lowercase
0515          ; Lowercase
0517          ; Lowercase
0519          ; Lowercase
051B          ; Lowercase
051D          ; Lowercase
051F          ; Lowercase
0521          ; Lowercase
0523          ; Lowercase
0525          ; Lowercase
0527          ; Lowercase
0529          ; Lowercase
052B          ; Lowercase
052D          ; Lowercase
052F          ; Lowercase
0560..0588    ; Lowercase
10D0..10FA    ; Lowercase
10FC          ; Lowercase
10FD..10FF    ; Lowercase
13F8..13FD    ; Lowercase
1C80..1C88    ; Lowercase
1C8A          ; Lowercase
1D00..1D2B    ; Lowercase
1D2C..1D6A    ; Lowercase
1D6B..1D77    ; Lowercase
1D78          ; Lowercase
1D79..1D9A    ; Lowercase
1D9B..1DBF    ; Lowercase
1E01          ; Lowercase
1E03          ; Lowercase
